city,month_2025,avg_pm25,notes
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,October,49,Moderate; some construction and traffic impact.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,October,53,Moderate; some construction and traffic impact.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,50,Moderate; still below Indian NAAQS (60).
Mumbai,September,35,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,39,Satisfactory–Moderate coastal air.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,September,42,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,October,46,Moderate; some construction and traffic impact.
Mumbai,October,55,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,September,36,Satisfactory–Moderate coastal air.
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,November,53,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,September,40,Satisfactory–Moderate coastal air.
Mumbai,November,55,Moderate; still below Indian NAAQS (60).
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,37,Satisfactory–Moderate coastal air.
Mumbai,November,60,Moderate; still below Indian NAAQS (60).
Mumbai,October,45,Moderate; some construction and traffic impact.
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,November,59,Moderate; still below Indian NAAQS (60).
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,41,Satisfactory–Moderate coastal air.
Mumbai,November,56,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,September,45,Satisfactory–Moderate coastal air.
Mumbai,November,57,Moderate; still below Indian NAAQS (60).
Mumbai,October,47,Moderate; some construction and traffic impact.
Mumbai,November,58,Moderate; still below Indian NAAQS (60).
Mumbai,October,54,Moderate; some construction and traffic impact.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,October,48,Moderate; some construction and traffic impact.
Mumbai,October,50,Moderate; some construction and traffic impact.
Mumbai,September,38,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,November,51,Moderate; still below Indian NAAQS (60).
Mumbai,November,54,Moderate; still below Indian NAAQS (60).
Mumbai,November,52,Moderate; still below Indian NAAQS (60).
Mumbai,October,52,Moderate; some construction and traffic impact.
Mumbai,September,43,Satisfactory–Moderate coastal air.
Mumbai,September,44,Satisfactory–Moderate coastal air.
Mumbai,October,51,Moderate; some construction and traffic impact.
Mumbai,October,54,Moderate; some construction and traffic impact.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
